TGT,singular_array,prime_sqr_n_0,sine_prime_sqr_n_0,coss_prime_sqr_n_0,prime_sqr_n_1,sine_prime_sqr_n_1,coss_prime_sqr_n_1,prime_sqr_n_2,sine_prime_sqr_n_2,coss_prime_sqr_n_2,prime_sqr_n_3,sine_prime_sqr_n_3,coss_prime_sqr_n_3,prime_sqr_n_4,sine_prime_sqr_n_4,coss_prime_sqr_n_4,prime_sqr_n_5,sine_prime_sqr_n_5,coss_prime_sqr_n_5,prime_sqr_n_6,sine_prime_sqr_n_6,coss_prime_sqr_n_6,prime_sqr_n_7,sine_prime_sqr_n_7,coss_prime_sqr_n_7,prime_sqr_n_8,sine_prime_sqr_n_8,coss_prime_sqr_n_8,prime_sqr_n_9,sine_prime_sqr_n_9,coss_prime_sqr_n_9,promotional_effect_strength_0,LowSakes_effect_strength_0,promotional_effect_strength_1,LowSakes_effect_strength_1,promotional_effect_strength_2,LowSakes_effect_strength_2
1.1367525186157343,-13.0,0.0,-0.5877050678645865,0.9936188098898504,6.0,-0.338516267853672,0.3831016502743039,8.0,-0.41350101624093843,-0.059486245374795105,5.0,0.36029000268168504,0.2009099703636818,4.0,0.29645067685615506,-0.11576301267560243,9.0,0.3451184037005788,0.1624790784928402,8.0,0.5400186777632461,-0.8490191211696929,6.0,0.23411236264245266,0.3618987190812141,2.0,0.5423686374219131,0.27763330754771354,9.0,-0.4769678351059359,0.3390901240077989,0.0,0.0,0.0,0.0,0.0,0.0
1.6741399699565989,8.0,5.0,0.16473047890945117,0.19442871920371654,9.0,0.5944512735603593,0.9472950280287095,7.0,0.530940380896375,0.3543190378193592,3.0,-0.4478740744097392,-0.5121879182343786,9.0,-0.5996140702305767,0.9803304742847013,4.0,-0.4288225863601146,0.9589974431774113,0.0,-0.3159176971978847,0.49896992888947156,0.0,-0.39178908140178753,0.6874937863512591,6.0,-0.09935205422635568,0.9928535351504706,3.0,0.34285408603876033,0.7049740277397255,0.0,0.0,0.0,0.0,0.0,0.0
1.2646697400105218,-3.0,0.0,-0.26716340924759113,0.9492903313148768,9.0,-0.5700750194862729,0.9091701617463323,3.0,-0.5144562006030277,0.9859167722318269,0.0,0.47517635592741186,-0.9996809609091817,9.0,0.5296444253824056,0.954724334636407,6.0,0.05290488098101397,0.9699260439934637,7.0,0.5679650859942071,-0.9995018397194423,5.0,-0.22164310651810645,0.780464399241702,3.0,0.05695069366933314,0.382818288565401,5.0,-0.5806516448306065,0.9676160357436712,0.0,0.0,0.0,0.0,0.0,0.0
3.835151355734496,-9.0,8.0,-0.5082194153301418,-0.5247829546201452,9.0,0.43056941369409085,0.8613340197948892,2.0,0.5862360105139325,0.8310889828506448,7.0,-0.4636062726782869,0.504423988348808,4.0,-0.5721680389344428,-0.4134273194620698,5.0,0.14125187194575886,0.9845803606943088,0.0,-0.5963897541851414,0.6662764740062884,9.0,0.584217917697897,-0.27100217084361233,9.0,0.5406201840948489,0.8089039761066145,2.0,0.5899427113195607,0.25445307192292577,0.0,0.0,0.0,0.0,0.0,0.0
0.17962955335619912,16.0,9.0,0.5998779720144084,-0.6942467018917999,4.0,-0.4995410927372631,-0.6107892637037649,4.0,-0.5284638283534321,0.9984036854135944,4.0,0.43529794285244666,-0.5051986925443954,8.0,0.17872156321756516,0.6769621617848219,0.0,-0.032560748451161026,-0.2955087076208352,1.0,0.5347145778846655,0.49191825750792273,3.0,-0.5144562006030277,0.9859167722318269,6.0,-0.5577849032420998,0.9090423821018463,1.0,-0.5939110285450526,-0.1636851411486638,0.0,0.0,0.0,0.0,0.0,0.0
3.5950062819883626,7.0,7.0,-0.5856971775352702,-0.02735229785693378,3.0,0.3668210351847489,-0.881374647059996,0.0,0.5435461104302897,0.1372143839223244,1.0,-0.404778125262141,-0.999853066218657,9.0,0.1647336502254946,0.818353348826105,8.0,0.5994021138742279,0.8406589285013796,4.0,-0.15698811144067754,-0.33088452435155535,7.0,0.5473599867667741,0.5387732671724601,7.0,0.587651831916492,0.9769969756652185,1.0,0.4966028310819116,-0.2646319908955104,0.0,0.0,0.0,0.0,0.0,0.0
4.138752622664978,11.0,7.0,0.4695287607077873,0.07596828912655716,9.0,0.3184163015462536,0.6651524010997419,8.0,0.19914811207101046,0.5319164843972828,8.0,-0.3407971280962477,0.5114169173708074,2.0,0.09551734331502774,-0.9805072026319128,4.0,-0.5969617406764559,0.6935873610121486,8.0,-0.38553461489342006,-0.9979709943149488,2.0,-0.5829939139025451,0.7692494656221482,9.0,-0.36770623373074185,0.9497628622448077,0.0,-0.3626367429828548,-0.636174190338367,0.0,0.0,0.0,0.0,0.0,0.0
3.5386164393287807,7.0,5.0,-0.3865911168871055,0.728451239557056,9.0,-0.5089534238504607,0.5845299719723575,7.0,-0.36989132667063324,0.8319257988647322,5.0,0.3751069842517621,-0.4981761726071964,9.0,0.5558216940282042,0.6829148593560701,5.0,0.532221973192289,0.8312595376112247,9.0,0.5745368964001849,-0.9885911416079083,8.0,0.06880779005776338,0.4416751152842836,4.0,0.44798936223210056,0.19295086256290042,0.0,0.11669654977226704,-0.7124101679188649,0.0,0.0,0.0,0.0,0.0,0.0
0.7670764400766701,-1.0,6.0,0.07155569147806558,0.5655879018978494,0.0,0.18875768456139083,-0.7157566958330359,8.0,0.5684106355977356,0.6944510471795576,8.0,-0.5989130943829708,0.3240792804493949,2.0,-0.40751114680210504,-0.999959277938823,6.0,-0.2930627980040887,0.9306855152791752,2.0,-0.4469522910481401,0.57251562205822,2.0,-0.24772715098668754,0.6216685848755648,3.0,-0.296601316686772,-0.2255801634886402,6.0,0.5117245492334369,0.8487068684987089,0.0,0.0,0.0,0.0,0.0,0.0
1.7902980045754613,-4.0,4.0,0.0473937561444961,0.9737499205327041,7.0,-0.597364290453874,-0.2173645569339828,0.0,-0.37705714778500665,-0.2724518754902441,0.0,0.4863923198182552,-0.7323417451839711,5.0,0.5999630945267193,-0.6655933667233072,9.0,-0.19154942435622083,0.8883678261642577,9.0,0.49035783261765964,-0.9984549852610767,8.0,-0.42688510922267725,0.6164762024506163,3.0,0.03825785452213171,-0.32492816302010197,1.0,-0.44602813147808584,-0.6298898088053568,0.0,0.0,0.0,0.0,0.0,0.0
